date_,"0-(0, 0.25, 0, 0, 0, 0.25, 0, 0.25, 0, 0.25)","0-(0, 0.25, 0, 0.25, 0, 0, 0, 0.25, 0, 0.25)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0, 0.25, 0, 0)","0-(0, 0.25, 0, 0.25, 0, 0.5, 0, 0, 0, 0)","0-(0, 0.25, 0, 0.5, 0, 0, 0, 0.25, 0, 0)","0-(0, 0.25, 0, 0.5, 0, 0.25, 0, 0, 0, 0)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0, 0.25, 0.25)",0
2008-08-31,,,,,,,,0.5025027422877474
2008-09-30,,,,,,,,0.4602750344992025
2008-10-31,,,,,,,,0.38509527626373885
2008-11-30,,,,,,,,0.3560126022810198
2008-12-31,,,,,,,,0.35972061443409903
2009-01-31,,,,,,,,0.3280471708004338
2009-02-28,,,,,,,,0.2941738306016725
2009-03-31,,,,,,,,0.319598404451704
2009-04-30,,,,,,,,0.35254784107278514
2009-05-31,,,,,,,,0.3715692588195926
2009-06-30,,,,,,,,0.3729212122794244
2009-07-31,,,,,,,,0.4000375453502486
2009-08-31,,,,,,,,0.4173278452812982
2009-09-30,,,,,,,,0.432290400485703
2009-10-31,,,,,,,,0.42260719937036717
2009-11-30,,,,,,,,0.4459587602617646
2009-12-31,,,,,,,,0.454081497694791
2010-01-31,,,,,,,,0.437076589437009
2010-02-28,,,,,,,,0.44837102992183175
2010-03-31,,,,,,,,0.47487948150043957
2010-04-30,,,,,,,,0.4824518374629079
2010-05-31,,,,,,,,0.44342152600718143
2010-06-30,,,,,,,,0.41853156695587407
2010-07-31,,,,,,,,0.4476804246345559
2010-08-31,,,,,,,,0.4270055866600023
2010-09-30,,,,,,,,0.4652432100290765
2010-10-31,,,,,,,,0.48373742710315737
2010-11-30,,,,,,,,0.482917679092919
2010-12-31,,,,,,,,0.5143276920865587
2011-01-31,,,,,,,,0.5265017267898371
2011-02-28,,,,,,,,0.5435131267318585
2011-03-31,,,,,,,,0.5436849713105807
2011-04-30,,,,,,,,0.559786150179398
2011-05-31,,,,,,,,0.5533762802756836
2011-06-30,,,,,,,,0.5437190486470618
2011-07-31,,,,,,,,0.5336851991168992
2011-08-31,,,,,,,,0.5058292060864396
2011-09-30,,,,,,,,0.47187743577032504
2011-10-31,,,,,,,,0.5217715623240142
2011-11-30,,,,,,,,0.5206322832659938
2011-12-31,,,,,,,,0.5267213187190001
2012-01-31,,,,,,,,0.5494105980866532
2012-02-29,,,,,,,,0.573272076133298
2012-03-31,,,,,,,,0.5916750069456951
2012-04-30,,,,,,,,0.5874482715589776
2012-05-31,,,,,,,,0.552043345088959
2012-06-30,,,,,,,,0.5742961019365943
2012-07-31,,,,,,,,0.5829315190176331
2012-08-31,,,,,,,,0.5953327023251234
2012-09-30,,,,,,,,0.6104079464782328
2012-10-31,,,,,,,,0.5991830723178124
2012-11-30,,,,,,,,0.6024914519465854
2012-12-31,,,,,,,,0.6065410590124491
2013-01-31,,,,,,,,0.6378573123091387
2013-02-28,,,,,,,,0.6462422499744805
2013-03-31,,,,,,,,0.6706121254272366
2013-04-30,,,,,,,,0.6837549787294473
2013-05-31,,,,,,,,0.6983189863577689
2013-06-30,,,,,,,,0.6879666051783434
2013-07-31,,,,,,,,0.7221313510731181
2013-08-31,,,,,,,,0.7009876153153946
2013-09-30,,,,,,,,0.7232569336924952
2013-10-31,,,,,,,,0.7559252018022609
2013-11-30,,,,,,,,0.778929963126628
2013-12-31,,,,,,,,0.7983159267805289
2014-01-31,,,,,,,,0.7714854093692243
2014-02-28,,,,,,,,0.8058209163512584
2014-03-31,,,,,,,,0.810846748255264
2014-04-30,,,,,,,,0.8159303841521633
2014-05-31,,,,,,,,0.8344433682075293
2014-06-30,,,,,,,,0.8513697907936792
2014-07-31,,,,,,,,0.8382102042735353
2014-08-31,,,,,,,,0.8709327224895624
2014-09-30,,,,,,,,0.8594876946095823
2014-10-31,,,,,,,,0.8802531531070567
2014-11-30,,,,,,,,0.9048484289649341
2014-12-31,,,,,,,,0.9021815236800561
2015-01-31,,,,,,,,0.8754843963656727
2015-02-28,,,,,,,,0.922657906537964
2015-03-31,,,,,,,,0.9040512267799015
2015-04-30,,,,,,,,0.9123901835695504
2015-05-31,,,,,,,,0.9244592731006933
2015-06-30,,,,,,,,0.9067975142728204
2015-07-31,,,,,,,,0.9216776380480601
2015-08-31,,,,,,,,0.8653514499165578
2015-09-30,,,,,,,,0.8445123872416279
2015-10-31,,,,,,,,0.9147081218578706
2015-11-30,,,,,,,,0.9167743607578241
2015-12-31,,,,,,,,0.9026361532927694
2016-01-31,,,,,,,,0.8576092585824959
2016-02-29,,,,,,,,0.8511768721933856
2016-03-31,,,,,,,,0.9061713984220664
2016-04-30,,,,,,,,0.9077405603146474
2016-05-31,,,,,,,,0.9200649704884811
2016-06-30,,,,,,,,0.9200197281181711
2016-07-31,,,,,,,,0.9541333820684309
2016-08-31,,,,,,,,0.9536724475267381
2016-09-30,,,,,,,,0.949502180470016
2016-10-31,,,,,,,,0.9328343203452805
2016-11-30,,,,,,,,0.9639969218712103
2016-12-31,,,,,,,,0.982434485221433
