date_,"0-(0, 0.25, 0, 0.25, 0, 0, 0, 0, 0.25, 0.25)","0-(0.25, 0, 0, 0, 0, 0.25, 0, 0, 0.5, 0)","0-(0, 0.25, 0, 0.25, 0, 0, 0, 0.25, 0, 0.25)","0-(0, 0.25, 0, 0.25, 0, 0, 0, 0.25, 0.25, 0)","0-(0, 0.25, 0, 0.25, 0, 0, 0, 0.5, 0, 0)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0, 0, 0, 0.25)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0, 0, 0.25, 0)","0-(0.25, 0, 0, 0, 0, 0.5, 0, 0, 0.25, 0)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0, 0.25, 0, 0)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0.25, 0, 0, 0)","0-(0, 0, 0, 0.25, 0, 0.25, 0, 0.25, 0, 0.25)","0-(0, 0, 0, 0.25, 0, 0.25, 0, 0.5, 0, 0)","0-(0, 0.25, 0, 0.5, 0, 0.25, 0, 0, 0, 0)","0-(0, 0, 0, 0.25, 0, 0.5, 0, 0.25, 0, 0)","0-(0, 0.25, 0.25, 0, 0, 0, 0, 0.25, 0, 0.25)","0-(0, 0, 0, 0, 0, 0.25, 0, 0, 0.5, 0.25)","0-(0, 0.25, 0.25, 0, 0, 0.25, 0, 0, 0, 0.25)","0-(0, 0.25, 0.25, 0, 0, 0.25, 0, 0.25, 0, 0)","0-(0, 0.25, 0.25, 0, 0, 0.25, 0.25, 0, 0, 0)","0-(0, 0.25, 0.25, 0, 0, 0.5, 0, 0, 0, 0)","0-(0, 0, 0, 0, 0, 0.25, 0.25, 0, 0.25, 0.25)","0-(0.25, 0, 0, 0.25, 0, 0.25, 0, 0.25, 0, 0)","0-(0, 0.25, 0.25, 0.25, 0, 0.25, 0, 0, 0, 0)","0-(0, 0, 0, 0, 0, 0.5, 0, 0, 0.25, 0.25)","0-(0, 0, 0, 0, 0, 0.5, 0, 0, 0.5, 0)","0-(0, 0, 0, 0, 0, 0.5, 0, 0.25, 0.25, 0)","0-(0, 0, 0, 0, 0, 0.5, 0, 0.5, 0, 0)","0-(0, 0, 0, 0, 0, 0.5, 0.25, 0.25, 0, 0)","0-(0, 0, 0, 0, 0, 0.75, 0, 0, 0.25, 0)","0-(0, 0, 0, 0, 0, 0.75, 0, 0.25, 0, 0)","0-(0, 0, 0, 0, 0, 0.75, 0.25, 0, 0, 0)","0-(0, 0, 0, 0, 0, 1, 0, 0, 0, 0)","0-(0, 0, 0, 0.5, 0, 0.5, 0, 0, 0, 0)","0-(0, 0.5, 0, 0, 0, 0, 0, 0.25, 0.25, 0)","0-(0, 0.5, 0, 0, 0, 0, 0, 0.5, 0, 0)","0-(0, 0.25, 0, 0, 0, 0, 0, 0, 0.5, 0.25)","0-(0, 0.5, 0, 0, 0, 0.25, 0, 0, 0.25, 0)","0-(0, 0.5, 0, 0, 0, 0.5, 0, 0, 0, 0)","0-(0, 0.25, 0, 0, 0, 0, 0.25, 0, 0.25, 0.25)","0-(0, 0.25, 0, 0, 0, 0, 0.25, 0.25, 0, 0.25)","0-(0, 0.25, 0, 0, 0, 0, 0.25, 0.5, 0, 0)","0-(0, 0.5, 0, 0.25, 0, 0.25, 0, 0, 0, 0)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0, 0.25, 0.25)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0, 0.5, 0)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0.25, 0, 0.25)","0-(0, 0.25, 0, 0, 0, 0.25, 0.25, 0.25, 0, 0)","0-(0, 0.25, 0, 0, 0, 0.5, 0, 0, 0, 0.25)","0-(0, 0.25, 0, 0, 0, 0.5, 0, 0, 0.25, 0)","0-(0, 0.25, 0, 0, 0, 0.5, 0, 0.25, 0, 0)","0-(0, 0.25, 0, 0, 0, 0.5, 0.25, 0, 0, 0)","0-(0, 0.25, 0, 0, 0, 0.75, 0, 0, 0, 0)","0-(0, 0, 0.25, 0, 0, 0.5, 0, 0, 0.25, 0)","0-(0.25, 0.25, 0, 0, 0, 0.25, 0, 0, 0.25, 0)","0-(0, 0, 0.25, 0, 0, 0.5, 0, 0.25, 0, 0)","0-(0, 0, 0.25, 0, 0, 0.75, 0, 0, 0, 0)","0-(0.25, 0, 0, 0, 0, 0, 0.25, 0.5, 0, 0)",0
2020-01-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2020-02-29,0.9096397235810757,0.8896676624067128,0.9003520761281252,0.9153116544969381,0.925422388799116,0.8965352685062214,0.9283782079014926,0.8975597815357149,0.90621069894284,0.9539095072596568,0.9234463049126788,0.9221828630894424,0.9293515415969539,0.924988849285245,0.9031059354700149,0.909750916563347,0.8903672921136022,0.9150503025598824,0.9456096640918403,0.942847342427075,0.9304074357006697,0.9071416966721417,0.935983570445329,0.9032697356101128,0.9298212598804383,0.9299287669543176,0.9051747925296426,0.9393877313628791,0.9371838709522037,0.9010450183570385,0.9384498387653382,0.9185258807227017,0.9800925555923954,0.8835696430258452,0.9129847441542893,0.8838466385744514,0.8889151514716447,0.8757682543352246,0.9010318582297303,0.877235833477974,0.9186406775999812,0.8921834978818893,0.8936601472839714,0.9155418839178979,0.8838526079148054,0.9156097076730804,0.8669626216301695,0.9013143336221574,0.8931479226902127,0.9071685518970014,0.8918406725034119,0.9374488300386816,0.8726149238362908,0.9249061336845159,0.9451404196780174,0.8923560694456102,0.9181545263142411
2020-03-31,0.7624531287860279,0.7366042948967945,0.7599241852417483,0.850747200769823,0.7770854070271063,0.7055268285715168,0.8707510272682614,0.7235777111025783,0.794399376753148,0.8436330760475768,0.811383083323814,0.8659884293526091,0.8371769908046562,0.8291193423400797,0.7447473585587594,0.7924754479638783,0.6820174409587031,0.8276028952400057,0.8607151159108463,0.8067108176302904,0.802154996318667,0.7660345533015375,0.8356244351406884,0.7505819807811688,0.821295162117565,0.850239167851189,0.7892395673894772,0.8461254147160748,0.8434114820699282,0.7911446692245447,0.8428168123882654,0.7511935139830452,0.9114097144622391,0.7828746676487292,0.7379425401900895,0.7204227829643303,0.7163556326637456,0.6668704501337703,0.7176207279365956,0.6872940231166064,0.7637249361684239,0.7168304498815518,0.6896969133442479,0.7735356213576573,0.7085112679238805,0.7556462222778146,0.626714090664771,0.7192430791561181,0.7251138574326425,0.7149352172264777,0.6877430688524763,0.8788615750961644,0.6702539661380783,0.8182648728016118,0.8626915175240928,0.7315574234424211,0.8077844685975856
2020-04-30,0.8728723731149411,0.7667219162166833,0.8835512408432807,0.8967251501740109,0.8877520777191864,0.8234173138171232,0.9373024825944846,0.8131376979200214,0.9069036784182851,0.9830333423030909,0.9381436171642391,1.0141936085559164,0.9536997389732357,0.9844745801430889,0.8327500467122533,0.8346199722072056,0.7755609521856256,0.9236836889581982,0.9500103826271646,0.8924219189327234,0.9076721433383022,0.8680643841258553,0.9370796873839752,0.8866180626299954,0.9466057420400387,0.985579420636314,0.9296821350960253,0.9641837980727103,0.9779455526671014,0.9403811781493221,0.9690196303487789,0.8842189036163064,1.054213948728451,0.8971634703083454,0.8762600889286186,0.7675915945338819,0.8411312834173801,0.7808043338641221,0.7738884909309128,0.8218195490435927,0.8767109523896911,0.8215756082543457,0.7947565653843911,0.8020340489023629,0.8474234971603375,0.9124075046548475,0.7558730193733635,0.7964951699728559,0.8505711196538334,0.8473111764041981,0.7858900345618514,0.9903787519525069,0.7811662377549284,0.9232606947319286,0.9685933300323128,0.8494503320006743,0.9103264714636881
2020-05-31,0.903557054398508,0.7666053345666246,0.9234397163979357,0.9182019578822629,0.9269853987441881,0.867984276837385,0.9229240961136996,0.8061832793964955,0.9448132764009058,1.05427257196584,0.9890825204295419,1.0948626935077235,1.0144269416450498,1.070914644320419,0.8612084784782545,0.8870647886084706,0.8092778327223943,0.9719340565323293,0.9591190060907636,0.9014404799269715,0.9738893063464638,0.9217396900192742,0.9364774181121449,0.9239014651636362,0.9754109301561146,1.065300252208015,0.9980961846249009,1.041074908808321,1.003494590872725,1.0156004452370067,1.009244985073629,0.9454778887872871,1.1356337715889635,0.9302885327334731,0.9091145156271719,0.8214322224434395,0.8806556189286034,0.8132523031200357,0.8024547337905706,0.8704291425984997,0.9319332690694453,0.8633109730318481,0.8250461300330421,0.8361748305793836,0.8732464434889938,0.9678762784484299,0.7739550112038855,0.7883938309620053,0.8868002737886899,0.8899530272885904,0.8219593097950538,1.0116288253181074,0.8185220287712973,1.0062872149365172,1.0048076434736515,0.9184113778666622,0.9527985186813734
2020-06-30,0.9194440472986465,0.7818589962496735,0.950924053953433,0.9479302079705946,0.9426565304358819,0.8972681543709965,0.9672831507946009,0.8332663746177721,0.989792928857301,1.0652663038948882,0.9982173864578557,1.1377973329523055,1.0656130657092469,1.093275389115823,0.8771163165440388,0.9238291007333957,0.8366485294848367,1.0166724922439663,0.9869847758985961,0.9441898241282268,0.9793665387860667,0.9330061267757035,0.9960821590230033,0.9815951179318662,1.0116447172053742,1.1157553185774216,1.026696352873531,1.0340368715728816,1.051374572420917,1.0518262982116942,1.0296447258431525,0.965726345586932,1.1704742411297033,0.940571907920113,0.9138170219187356,0.8510653137886924,0.9088678021071017,0.846805832816587,0.8199144744595169,0.9023780378839659,0.9585999844753544,0.8847397849216828,0.8685129392107145,0.8540118800870924,0.9094285970575364,1.0012664791222132,0.8015536471232582,0.8196660562197193,0.9265796796569311,0.9136778032797451,0.8511928448987656,1.0515020229330079,0.8451964162478274,1.0443476328961234,1.036530240983194,0.9363027650891044,0.9720985314872894
2020-07-31,0.9295631708632506,0.7919214958370636,1.0062492451856697,0.9517323501905579,0.9810410404043087,0.9045542232525893,0.9524273340825065,0.8455400902815993,1.0188979460157117,1.1154558766691538,1.0702575667272332,1.243990258043807,1.0763890584693667,1.203956743623269,0.9236749126885807,0.9523729925572557,0.8806374711533524,1.1143785724544195,1.0381775334544208,1.0006214179252022,1.0476911404908016,1.0029421536111436,1.0398870140995442,1.0256693382599764,1.056000163640238,1.2209048378850027,1.1536058945187733,1.143230096545211,1.1178364859905319,1.1783808409080752,1.0989678560558067,1.0560438224283397,1.2679310623029878,0.9627551696321878,0.9451370445968157,0.8534455970699473,0.9233246648995059,0.8673491627758197,0.8319230623843442,0.9229296301598389,1.0237284651475729,0.8943322925761227,0.8757415651906633,0.8491780592123525,0.9401127082255177,1.057666033275454,0.8237066554946583,0.8578986754779924,0.985844375469174,0.9430439577204681,0.8937566179124453,1.1315317280675794,0.8464197769371333,1.1312574522982832,1.1223479204774833,1.0233171620900083,1.027716075234547
2020-08-31,0.9382890170509206,0.83753553449893,1.0494364387031052,0.9746141231950082,1.026588457339546,0.9289996219913584,0.9868027512773642,0.8945125410293744,1.068828793394328,1.1470751748212276,1.1034128815982926,1.3039407666409772,1.1108205488308114,1.2684813846441312,0.976936959810173,1.0029995012400552,0.92033436612361,1.183137579883541,1.0722342974581323,1.0537701866504239,1.0841563638550127,1.0571827550511144,1.097660862941731,1.0451455912749927,1.099365395399847,1.2906711321410054,1.2295429616467857,1.2063645787464226,1.173621917119203,1.2531610465920746,1.1437738567567242,1.0997706096845368,1.313688397172348,1.0031969279642428,0.9854676255333562,0.886636339356609,0.9383536399809462,0.889087845087803,0.8476952246306063,0.9556480902801392,1.068798562849278,0.9309060686214762,0.8965649179695082,0.8931671318312516,0.9654101211388851,1.1003099776326315,0.8450787039992207,0.8950368738480672,1.035696388970099,0.9732368082237,0.9284504626811337,1.1832006245806324,0.8863784217301538,1.1996011587949627,1.1739054247136678,1.0717193565011105,1.1018915635618272
2020-09-30,0.8828410618459858,0.8346491145766671,1.0253357520262512,0.9422071641999109,1.0085249385370532,0.9033139464841666,0.9514608443799581,0.8822542134436434,1.0460273229243244,1.1004244458240318,1.0738868184995434,1.234104702105627,1.0813260231498096,1.1994295485959945,0.9468706342355812,1.0110205544539803,0.9006723907913381,1.1543695322021916,1.0241604747841946,1.0206261351578985,1.0576888193493963,1.035069905998632,1.0590331272730216,1.0388487938762858,1.0835584005876728,1.2556625359056657,1.1921567244520905,1.146069570218055,1.1357984016542009,1.1946623692750966,1.0936156243714874,1.0602290304294364,1.2556819616834531,0.9740054392960398,0.9553321825859347,0.8486738049186225,0.9035345123506345,0.8483101460632867,0.8120715880629907,0.9408569545573491,1.0454182643656569,0.9080665987349962,0.8900333080098212,0.8816244576542437,0.9463513181438917,1.0626239896083125,0.8184588237082805,0.863798926540193,1.0051227457397185,0.9311781957438217,0.884273143825805,1.1573585254105536,0.8729768741270798,1.154219600435862,1.115875342520864,1.05648601913082,1.0595220622795656
2020-10-31,0.8449693392922599,0.8107683114871342,0.9818916404014207,0.9316046693267593,0.9776526462292764,0.8625900136244687,0.9180667465398311,0.8786270599336062,0.9925900845322321,1.077256884093552,1.0311861558376154,1.2082651537020639,1.049923121994333,1.1724561961826063,0.9314542121242723,0.9954306506899242,0.8756291585921361,1.1535480072434272,0.9974830879290163,0.9934676088010538,1.0165825457339477,1.0062384169660146,1.0402699326489635,0.9948917932300434,1.0459849938074297,1.2203918893898698,1.160226725090745,1.1306033782600944,1.1017440802790646,1.1617874191640498,1.0613053960270609,1.0414090294844023,1.2102853642972633,0.9496102507894401,0.9131514452157825,0.8301578028013724,0.8909321841954199,0.8511316212849704,0.7869455039313998,0.9028900388535397,1.0141041889359357,0.8715427812718196,0.8634732238019794,0.8659329906229478,0.91420485946872,1.043596410794286,0.8067549340684719,0.8498444651540533,0.9814691951153467,0.9112402551368305,0.871339614505626,1.1392471178226746,0.8703338215731472,1.126280656225019,1.0923842030126376,1.0225332592030802,1.0312966838104811
