date_,"0-(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)","0-(0, 0, 0, 0.25, 0, 0, 0.25, 0.25, 0, 0.25)","0-(0, 0, 0.25, 0, 0, 0.5, 0, 0.25, 0, 0)","0-(0, 0.25, 0, 0, 0, 0, 0, 0.5, 0, 0.25)","0-(0, 0.25, 0, 0, 0, 0, 0, 0.75, 0, 0)","0-(0, 0.25, 0, 0, 0, 0, 0.25, 0, 0.25, 0.25)","0-(0, 0.25, 0, 0, 0, 0, 0.5, 0.25, 0, 0)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0, 0.25, 0.25)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0, 0.5, 0)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0.25, 0, 0.25)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0.25, 0.25, 0)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0.5, 0, 0)","0-(0, 0.25, 0, 0, 0, 0.25, 0.25, 0.25, 0, 0)","0-(0, 0.25, 0, 0, 0, 0.5, 0, 0, 0.25, 0)","0-(0, 0.25, 0, 0, 0, 0.5, 0, 0.25, 0, 0)","0-(0, 0.25, 0, 0, 0, 0.75, 0, 0, 0, 0)","0-(0, 0.25, 0, 0.25, 0, 0, 0, 0.25, 0, 0.25)","0-(0, 0.25, 0, 0.25, 0, 0, 0, 0.25, 0.25, 0)","0-(0, 0.25, 0, 0.25, 0, 0, 0, 0.5, 0, 0)","0-(0, 0.25, 0, 0.25, 0, 0, 0.25, 0.25, 0, 0)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0, 0.25, 0, 0)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0.25, 0, 0, 0)","0-(0, 0.25, 0, 0.25, 0, 0.5, 0, 0, 0, 0)","0-(0, 0.25, 0, 0.5, 0, 0, 0, 0.25, 0, 0)","0-(0, 0.25, 0, 0.5, 0, 0.25, 0, 0, 0, 0)","0-(0, 0.25, 0, 0.75, 0, 0, 0, 0, 0, 0)","0-(0, 0.25, 0.25, 0, 0, 0.25, 0, 0.25, 0, 0)","0-(0, 0.5, 0, 0, 0, 0, 0, 0.25, 0, 0.25)","0-(0, 0.5, 0, 0, 0, 0, 0, 0.25, 0.25, 0)","0-(0, 0.5, 0, 0, 0, 0, 0, 0.5, 0, 0)","0-(0, 0.5, 0, 0, 0, 0, 0.25, 0.25, 0, 0)","0-(0, 0.5, 0, 0, 0, 0.25, 0, 0, 0.25, 0)","0-(0, 0.5, 0, 0, 0, 0.25, 0, 0.25, 0, 0)","0-(0, 0.5, 0, 0.25, 0, 0, 0, 0.25, 0, 0)","0-(0, 0.5, 0, 0.25, 0, 0, 0.25, 0, 0, 0)","0-(0, 0.5, 0, 0.25, 0, 0.25, 0, 0, 0, 0)","0-(0, 0.5, 0, 0.5, 0, 0, 0, 0, 0, 0)","0-(0, 0.75, 0, 0, 0, 0, 0, 0.25, 0, 0)","0-(0, 0.75, 0, 0.25, 0, 0, 0, 0, 0, 0)","0-(0.25, 0.25, 0, 0, 0, 0, 0, 0.25, 0, 0.25)","0-(0.25, 0.25, 0, 0, 0, 0, 0, 0.5, 0, 0)","0-(0.25, 0.25, 0, 0, 0, 0, 0.25, 0, 0, 0.25)","0-(0.25, 0.25, 0, 0.25, 0, 0, 0, 0.25, 0, 0)","0-(0.25, 0.25, 0, 0.25, 0, 0.25, 0, 0, 0, 0)","0-(0.25, 0.25, 0, 0.5, 0, 0, 0, 0, 0, 0)","0-(0.25, 0.5, 0, 0, 0, 0, 0, 0.25, 0, 0)","0-(0.5, 0.25, 0, 0, 0, 0, 0, 0.25, 0, 0)","0-(0.5, 0.25, 0, 0.25, 0, 0, 0, 0, 0, 0)",0
2017-01-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-02-28,1.0573890791767595,1.0689435193407348,1.0423480726908891,1.0509220834849402,1.0522607930847443,1.0537528828771785,1.0515578393023461,1.0344758936543017,1.0364900526775047,1.0287230217274599,1.0293574689839036,1.0224764826036379,1.0309768116336318,1.0467687255628406,1.021199612482576,1.0343075297527946,1.0618098106999883,1.0431517031097786,1.0646567284402437,1.0693369995144195,1.0344553828602658,1.045274384656176,1.0454438581934198,1.0517202063917181,1.0551462851257996,1.0563862925680354,1.0424754874549806,1.0308827428096905,1.0250645177440716,1.04191381831849,1.0483990593620576,1.0449895400142297,1.0261272278124467,1.0419282595175319,1.0562182330048644,1.0545631748495623,1.0481212104554287,1.0322403399753384,1.057701567698922,1.0296858735410497,1.0323349153559975,1.0462416717860845,1.0345845363556407,1.0250679758714512,1.0449627121846192,1.0236515760526061,1.0259806643189862,1.0311892474846915,1.038305952739541
2017-03-31,1.0539814504480471,1.0854150611677178,1.0346065779877884,1.0520241166101703,1.0397609321240218,1.0641642230073327,1.0629538098083793,1.0443394326953919,1.052978701277823,1.0174486736472599,1.0346329548943034,1.0186967308921548,1.0396462910945008,1.061433621258683,1.027191352470501,1.0332424075780968,1.0588715388787762,1.0570993159654383,1.0659769052178392,1.0796935063753876,1.0449636060206602,1.0701724022969965,1.0534702853547888,1.0563115775875427,1.060957238715981,1.057131689303258,1.0395050692526697,1.0222665490633345,1.0228030716581467,1.0286590331394208,1.050585908982173,1.0606684809129816,1.0208220208621914,1.0240711220275893,1.0596545080575166,1.0545370499011835,1.0420374435631827,1.0151935577842528,1.0479332356839013,1.0168078539217358,1.0157844193438323,1.0470226220659062,1.0225459869233637,1.02813815558176,1.0411919369036184,1.0055244742813583,1.0125744970575958,1.026162299350758,1.039036117923672
2017-04-30,1.064241450089263,1.1091355766276754,1.0200909095833182,1.0500208174823369,1.0400494488232355,1.0642154611712855,1.062031484692954,1.0675283673164644,1.064520782418822,1.020193888952657,1.0263322959153902,1.0105507064590726,1.0238308098869129,1.0666942795469716,1.0259139466017628,1.0311440523471072,1.0520479220853236,1.058470974945159,1.0512159418794527,1.0700774016688521,1.044749338952129,1.0845991332526463,1.0583674835379369,1.052569987331817,1.0658674838058118,1.0545282653572323,1.0310144798606125,1.016441350296779,1.0010184235266786,1.0184240189862763,1.0520930162036988,1.0565815433021188,1.0140130890412327,1.016118349335663,1.050053611407141,1.0459292175045038,1.032928907944341,1.0043834405679526,1.0318742280983755,1.026662888806144,1.029360870656674,1.0680029451241304,1.0188225715937318,1.0351917744790093,1.0419212083973841,0.9951388272619546,1.0259818303268664,1.018339545592799,1.0508703249055606
2017-05-31,1.0798714904590434,1.1267986982275937,1.065994106635799,1.025261582084685,1.0301619963704205,1.059591495892939,1.0622873690126504,1.0815374483976805,1.0856086069955986,0.993208079006836,1.00842669939607,0.9970494848057468,1.0119773178803408,1.080363369573572,1.0253114827691094,1.037867244106237,1.0451991035875743,1.0725027875816355,1.0576495955956726,1.0991344042977798,1.044619503342944,1.1266752404241114,1.0410324674071254,1.0583399176528288,1.060495707036554,1.0513471788588178,1.040614584765417,0.99656469736762,0.9873414573915057,1.001807485916113,1.056379916258342,1.0714356691601277,0.9938628822900982,0.9990065831391542,1.0614892816514154,1.039831726921694,1.0239683990145159,0.972862753963305,1.0223459287708172,1.0046523663489189,1.0073791530608447,1.0618991791056884,0.9918215770988522,1.0161096904949902,1.0394743261885664,0.9800492537667834,1.0062596772220493,0.9967545644987373,1.0668452319228612
2017-06-30,1.0604754677721595,1.1166388263982916,1.0346436620667165,1.0187680666775267,1.0092605412144562,1.0774844088387543,1.0770656744153344,1.0880240103332703,1.0619557781524682,1.0037986414306979,1.0001421635223662,1.0036777196188538,1.0327946504017183,1.0869746867569208,1.0370988666099845,1.052288580001634,1.0463719578745165,1.0635577944511165,1.0532137746710952,1.0372334175055262,1.053764331955956,1.1099433011459634,1.0509003959834926,1.0597898518205173,1.0660981606357445,1.0638349324756633,1.0438134152788037,0.9992647638287195,0.9907859733669103,1.0086142273059402,1.0622935527625168,1.082865900002608,1.0076190745353522,1.0171150161331413,1.0623863302308059,1.0445630503287788,1.0359489326483644,0.9854169547223303,1.0324195158418352,1.0025354650191936,0.99476377661617,1.0791037315475438,1.0046903283196367,1.036394603690747,1.0445968757528323,0.9912543441859704,1.0162804606840514,1.0052878847800844,1.0715653630723911
2017-07-31,1.0475020970494398,1.1562590046427008,1.0522456239685625,1.0254719910390573,1.0277866916888332,1.1019556763613403,1.085391046734204,1.1074431788298227,1.0847442387188448,1.0187156799633648,1.0265935099903871,1.0031515304572316,1.0465456935071857,1.120340652700851,1.0398587560232024,1.056422720880539,1.0660950623584284,1.1012345218745492,1.072918348206975,1.0567684088861733,1.076578874649248,1.14794928955849,1.0721384845954178,1.0741711997681387,1.0941846760250318,1.0609835213163203,1.0622643158329377,1.0197334969151635,1.0112233853731665,1.0306998774505869,1.0682693152327882,1.095433903685368,1.0269644711315324,1.030465903875755,1.0670629590500662,1.0556195013758711,1.0425833265358526,1.0088733635014708,1.0310530391043327,1.0203844107593527,1.0113363004603884,1.1020087714222886,1.030003837896688,1.037564620301796,1.0424317807719554,1.011287973672863,1.0356568621995594,1.0122917727263028,1.0892911122160658
2017-08-31,1.0349500621961436,1.1766774162960805,1.0559367880060064,0.9989570971398937,1.0173387374367058,1.09751591108757,1.0713973834691295,1.1089113761188958,1.0813641311813533,1.0058379488995868,1.0258331138643537,1.0005179263253574,1.066918030060185,1.1175503334710166,1.0576904475251265,1.0701586422024292,1.0652857987817335,1.1101546717956214,1.0705496452416243,1.0601979394294627,1.0932853037310744,1.159501458317538,1.0869569049105434,1.0866781186265704,1.1041982113163877,1.0769642690882677,1.0583048661153494,1.0041421441922014,1.0132450828310962,1.0217164194940063,1.0589558362361597,1.0964898405051453,1.0398557616000939,1.0432772198582405,1.0702830895754722,1.0584535788462621,1.0572214529218873,0.9960904999827078,1.0348728622842125,0.9907014917238266,0.9891783215010879,1.091710377669423,1.030182361271562,1.0379355007980398,1.044113821187047,0.9992217275200104,0.9988362198953366,1.0071775774267973,1.0914610317914561
2017-09-30,1.0511563115756473,1.22340651764812,1.0690115167086223,1.0228703006267217,1.051170092778308,1.1364080985212202,1.1281981328097384,1.1560618384478152,1.1306819556653118,1.0419383192335392,1.0711620949627554,1.0396229754727022,1.0972496329059858,1.163350203989444,1.0978095572731499,1.1028819477930056,1.0952938285212028,1.1549088896129853,1.1074892787708899,1.093386095749125,1.143410816552772,1.2159855606251946,1.1331967197811856,1.139405903792168,1.1716777606864328,1.1354131138993506,1.0999059610457684,1.0247545621763174,1.0714378614101485,1.0633128026047922,1.134666727419368,1.151046275224892,1.0875875416442173,1.090797129929732,1.1185453945212516,1.1190811315691604,1.1140037711202984,1.0556643161878696,1.087179507203517,1.0306734520661849,1.0383861215278825,1.1591521699440908,1.0970308999677427,1.0993668438306838,1.0324080236557245,1.0624037401175825,1.0633824011995132,1.0112840039413487,1.1088468146541024
2017-10-31,1.062487479959152,1.2920398108329558,1.125335988384818,1.0245988432408952,1.0616936082772512,1.1805408579169696,1.1493363905652725,1.167194699014429,1.1785494456118923,1.0494970563132102,1.1016591892850065,1.049808771800925,1.1480416779923772,1.1832726825161095,1.105634073846715,1.1144130290869685,1.1102481382604978,1.2094861739010252,1.1382548884877517,1.150084409848858,1.1705786553157855,1.2468855443844713,1.137610475558972,1.1797349634147098,1.1826632376619823,1.1583106096894484,1.1372623120746694,1.0242822831111829,1.0860406374931495,1.0781804476009094,1.1502987600963326,1.1652913583039066,1.1066772271586525,1.1210887379944807,1.1410906444801163,1.1352235980257432,1.1198459530885698,1.0682289840560417,1.0887593719698043,1.0234830974490396,1.054821883159826,1.1723254820723568,1.106446613299815,1.10461442141452,1.0344901383345835,1.0570786784077044,1.0654999342222382,1.0232187310936793,1.1360146964182491
