date_,"0-(0, 0, 0, 0, 0, 0.25, 0, 0.25, 0.25, 0.25)","0-(0, 0, 0, 0, 0, 0.5, 0, 0.25, 0, 0.25)","0-(0, 0, 0, 0.25, 0, 0, 0, 0.25, 0.25, 0.25)","0-(0, 0, 0, 0.25, 0, 0.25, 0, 0, 0.25, 0.25)","0-(0, 0, 0, 0.25, 0, 0.25, 0, 0.25, 0, 0.25)","0-(0, 0, 0, 0.25, 0, 0.5, 0, 0, 0, 0.25)","0-(0, 0, 0, 0.5, 0, 0, 0, 0.25, 0, 0.25)","0-(0, 0, 0, 0.5, 0, 0.25, 0, 0, 0, 0.25)","0-(0, 0, 0, 0.5, 0, 0.25, 0, 0.25, 0, 0)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0, 0.25, 0.25)","0-(0, 0.25, 0, 0, 0, 0.25, 0, 0.25, 0, 0.25)","0-(0, 0.25, 0, 0, 0, 0.5, 0, 0, 0, 0.25)","0-(0, 0.25, 0, 0.25, 0, 0, 0, 0.25, 0, 0.25)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0, 0, 0, 0.25)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0, 0, 0.25, 0)","0-(0, 0.25, 0, 0.25, 0, 0.25, 0, 0.25, 0, 0)","0-(0, 0.25, 0, 0.25, 0, 0.5, 0, 0, 0, 0)","0-(0, 0.25, 0, 0.5, 0, 0, 0, 0.25, 0, 0)","0-(0, 0.25, 0, 0.5, 0, 0.25, 0, 0, 0, 0)","0-(0.25, 0, 0, 0.25, 0, 0.25, 0, 0, 0, 0.25)","0-(0.25, 0, 0, 0.25, 0, 0.25, 0, 0, 0.25, 0)","0-(0.25, 0, 0, 0.25, 0, 0.25, 0, 0.25, 0, 0)","0-(0.25, 0, 0, 0.5, 0, 0.25, 0, 0, 0, 0)","0-(0.25, 0.25, 0, 0.25, 0, 0.25, 0, 0, 0, 0)",0
2017-01-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017-02-28,1.0357396491172113,1.0353179925174771,1.0577296246866696,1.0375733508354985,1.0423956009560584,1.0291500780136644,1.0622512879550456,1.048893751749955,1.0564391928764991,1.0344758936543017,1.0287230217274599,1.0365489658706821,1.0618098106999883,1.0608329928584397,1.0447094758069142,1.0344553828602658,1.0454438581934198,1.0517202063917181,1.0551462851257996,1.0443803403850964,1.0359223138090543,1.0313067984573863,1.0333963549476437,1.0250679758714512,1.038305952739541
2017-03-31,1.0409818403430184,1.039946003981866,1.0734999040544104,1.0755518756738283,1.0504405054806008,1.0458352206558577,1.0863638508437792,1.0689089149317146,1.0833593900953795,1.0443394326953919,1.0174486736472599,1.0349188533772122,1.0588715388787762,1.065885407424998,1.0676983563920095,1.0449636060206602,1.0534702853547888,1.0563115775875427,1.060957238715981,1.0467514279549308,0.9995105772618645,1.0287192345915406,0.9926428089227193,1.02813815558176,1.039036117923672
2017-04-30,1.0635478911076086,1.0570305798512392,1.115485430477537,1.1231389884660508,1.0829312279421777,1.095630211401966,1.122760169095127,1.100306008294453,1.0996001154988615,1.0675283673164644,1.020193888952657,1.0412420997795564,1.0520479220853236,1.072750672622505,1.076845114814397,1.044749338952129,1.0583674835379369,1.052569987331817,1.0658674838058118,1.0663254745597215,1.0231434400068191,1.0412542737247914,1.015468488581193,1.0351917744790093,1.0508703249055606
2017-05-31,1.0925738934580616,1.066894143449857,1.165940916260833,1.1644649550357395,1.0856109294386724,1.1061587604358527,1.1400211975838865,1.112394440624532,1.1361940390527208,1.0815374483976805,0.993208079006836,1.03469609221534,1.0451991035875743,1.0721291691456214,1.1229065000716694,1.044619503342944,1.0410324674071254,1.0583399176528288,1.060495707036554,1.0636927731642571,1.0288290729169218,1.0566035457937923,1.0117007735183499,1.0161096904949902,1.0668452319228612
2017-06-30,1.0784999707607856,1.0809431643398832,1.1506891518724869,1.1444285511298193,1.101042515543117,1.1300418454461676,1.1443679814642709,1.1376138643244564,1.150083243559486,1.0880240103332703,1.0037986414306979,1.0637775830655667,1.0463719578745165,1.0821140477657796,1.110084455072745,1.053764331955956,1.0509003959834926,1.0597898518205173,1.0660981606357445,1.0824101131953145,1.0055826549460092,1.0594046078715098,1.0232314725658782,1.036394603690747,1.0715653630723911
2017-07-31,1.099827321529872,1.0799093897129715,1.194652595007054,1.1759032912077738,1.1068687539061017,1.1645062231160708,1.1587743758712141,1.1598301329941678,1.199610349306009,1.1074431788298227,1.0187156799633648,1.0688784958382154,1.0660950623584284,1.0912889762061095,1.153690623105004,1.076578874649248,1.0721384845954178,1.0741711997681387,1.0941846760250318,1.0968076275899752,1.0273626868056864,1.0784786520161185,1.052161526652448,1.037564620301796,1.0892911122160658
2017-08-31,1.1068090998452027,1.097328733177149,1.2025242616075014,1.1902903641717917,1.1090423316093738,1.1673009955201505,1.162203131057547,1.1653319928621084,1.2357597632751596,1.1089113761188958,1.0058379488995868,1.0694284999548616,1.0652857987817335,1.0935676547792974,1.1585528279830641,1.0932853037310744,1.0869569049105434,1.0866781186265704,1.1041982113163877,1.0918713341286777,1.0318490811098484,1.098772230532786,1.0632096054504547,1.0379355007980398,1.0914610317914561
2017-09-30,1.1573503176033544,1.1237268013012514,1.2661010999002584,1.2404454947331407,1.1559606453537343,1.2092436304061251,1.2094343236347675,1.2159611856049233,1.2717252169548185,1.1560618384478152,1.0419383192335392,1.0917395551226372,1.0952938285212028,1.1370342124789061,1.2256642008674363,1.143410816552772,1.1331967197811856,1.139405903792168,1.1716777606864328,1.1560745217509532,1.0790516680357967,1.1554861950107118,1.1203739601278637,1.0993668438306838,1.1088468146541024
2017-10-31,1.2055436122714875,1.1351091532729571,1.3347504651437425,1.2844315759843505,1.1839354215544866,1.2337620441195465,1.2515529234081004,1.235736635843959,1.3055980729766983,1.167194699014429,1.0494970563132102,1.103835528100934,1.1102481382604978,1.1371893840783467,1.2701996837334502,1.1705786553157855,1.137610475558972,1.1797349634147098,1.1826632376619823,1.164491650613303,1.1308169165166702,1.1768653229817612,1.1394259589639844,1.10461442141452,1.1360146964182491
2017-11-30,1.2372557346212731,1.1765156553604703,1.3496906190834037,1.2701753206435409,1.1901384692572317,1.2369057438477484,1.2542691549151785,1.2373414311033148,1.3073983843287642,1.1956346233442847,1.095999621815226,1.134271291028203,1.161110145348415,1.1925767526102005,1.275090072714833,1.2095980239308772,1.1389892432875561,1.204593918047856,1.2202310833115617,1.1836394129121512,1.1385868817273381,1.2137788305614972,1.1586970018671072,1.1361674502329024,1.1708927249299386
2017-12-31,1.2547712523022674,1.1928348593901108,1.3531032675762529,1.255453281160639,1.1877500520806807,1.2374444171314096,1.2500796597207204,1.2343741139324518,1.2828007044019762,1.2138340586463603,1.1287285731867114,1.1385480751399293,1.171035033686329,1.202171880090277,1.2752448770343443,1.2265211586315705,1.1253363306628417,1.2108354260944374,1.2248421889958079,1.1941879284404373,1.1241941360522638,1.1916544463529881,1.1398605327992026,1.1500847419179603,1.1829678918605464
2018-01-31,1.3500427574725336,1.2529819639852704,1.460170748203957,1.3597658861079471,1.2530373541988615,1.2980074098314203,1.3481925086523343,1.292453824748096,1.380307740100359,1.2493682299344928,1.1679338420321892,1.1677822878214243,1.2353598028458121,1.2420338131070146,1.3428478567772024,1.317464081565173,1.170939198142163,1.3055825839491315,1.2933643603094103,1.2448927147924522,1.1751837009100332,1.2611098171190156,1.1945503229949646,1.2156522605533238,1.2509940992418898
2018-02-28,1.3091171962967563,1.2206733856363783,1.419094583077448,1.3240513093634914,1.2146766899434613,1.250979000959091,1.3094422805564507,1.2343590989582345,1.385715393456219,1.2242330977240394,1.131125826679315,1.128050386101279,1.1772489138411837,1.19670279972431,1.3335674979014494,1.3023303110725446,1.1504312437401083,1.2708661903455685,1.280911162856591,1.200502499323775,1.1656730451051847,1.246756235816098,1.184591020696265,1.1776585211562711,1.2030203450876877
2018-03-31,1.2633874481498923,1.181184376190882,1.3610156980230017,1.295255982038531,1.1983277198562652,1.2251411013403002,1.272816119678061,1.2221629195212307,1.366404824569749,1.1909111282844833,1.105001006086544,1.1244088229959721,1.1528719790738462,1.1715392799097448,1.299070418269824,1.268624814958314,1.1229516362877938,1.2421916440298937,1.263451055096501,1.1747521110340224,1.1367077737902254,1.2324571412495642,1.1639431737432215,1.131255863211035,1.171149335815737
2018-04-30,1.2633487476586494,1.1857435597856874,1.344021800569549,1.2996506623782937,1.1912058937474581,1.2250161462941902,1.2738710026452083,1.2346595767160495,1.3560924240203678,1.1673263631246522,1.101786746161192,1.127911803550407,1.1355822457562288,1.1475173605967273,1.2868919520967732,1.2558799321525882,1.0847637695691126,1.2268934313888176,1.2503051273181558,1.1700832293976196,1.1149755189073274,1.2364813198075186,1.137790209483867,1.1165281007239827,1.1759185983859526
2018-05-31,1.258797577525422,1.1781486180788108,1.3627681737205455,1.3472056588674974,1.1999357155078432,1.2891735583712758,1.2665130359784964,1.3000726426982563,1.4342705070007007,1.1829700042556506,1.1157919101661737,1.1579584436426504,1.1320173672805818,1.1956399708249792,1.3313447083608378,1.2969518954617276,1.1338510833056616,1.2481617221376187,1.287928742725519,1.1905450878567183,1.1467326909502877,1.2680946695628579,1.1969132039821546,1.1315690208302238,1.2040221979283943
2018-06-30,1.2485913077037718,1.198698669331177,1.328339884832476,1.327627652686582,1.1941838138060556,1.309316918415157,1.1879190101945907,1.3028071749355998,1.4492221048943037,1.173366722497755,1.1376205548555298,1.1666851511622074,1.1514028601349902,1.215555426676451,1.3083112015209541,1.2815103124611553,1.1336878376576303,1.2428055352938487,1.2928994700274368,1.1906250169719783,1.1209446802880756,1.2330171916394521,1.1554322123961793,1.1064459314148594,1.205270574172298
2018-07-31,1.3007505870688134,1.2452498964210594,1.3780907113730452,1.3840951046265668,1.233510013148516,1.3467818800753135,1.2425249348014287,1.3730753854297961,1.4751780187909587,1.226476722303194,1.199262241385993,1.2144923147487123,1.210240040942902,1.2773781481724393,1.3722257744984458,1.3226066573330684,1.1774162556195715,1.2938234629993708,1.3539721189938303,1.224061188828572,1.1507039774746193,1.2542315024194335,1.166785134715343,1.1209697112253474,1.2473441432756414
2018-08-31,1.3422198654304909,1.28507655282258,1.3952117579094223,1.429344092183573,1.2514764790290878,1.375765971361092,1.2390859186247563,1.402089208173116,1.532653243546519,1.2727836672921298,1.233938733411365,1.2211994057568647,1.2260722638965909,1.2904138123288407,1.3860832936701042,1.3309799739083714,1.1946179025830623,1.3023995049032677,1.3604236503735967,1.2390601469926006,1.168284083517117,1.250561435722798,1.1707264470907297,1.1201559004609927,1.289233510749815
2018-09-30,1.3415211719156146,1.25405506362117,1.396491549537235,1.4418404686641797,1.2318986375890366,1.3619450325987044,1.222824283903269,1.3764407356372947,1.5002849914648542,1.2644443368263942,1.217673370059792,1.19958498610347,1.208594012752852,1.2960000416435191,1.394183275289575,1.3208370028537582,1.202802200174173,1.2880462354924296,1.3409759593703257,1.1920555852509147,1.160898480409439,1.2393222936445605,1.1382624594649215,1.095395207517913,1.2945694358633626
2018-10-31,1.2484508225826663,1.1148596421895016,1.3045551351944424,1.3242403935645999,1.1020276200989032,1.236544958091596,1.113810061957067,1.263219781980902,1.3018320895287558,1.1864563962333008,1.1399161508511928,1.1296858934133653,1.1171942791482798,1.1715909380560907,1.2779704321582448,1.1749862638019508,1.1061319672457315,1.175823375905636,1.220787026101455,1.0721405828617674,1.0567195735922033,1.1142200369195412,1.0350593018509053,1.0031184339819639,1.2048040840328802
2018-11-30,1.2679397059877218,1.1098872403502111,1.3525599306680582,1.3544460207483968,1.12534704356068,1.2522385657967998,1.1552540818943333,1.2897874579137238,1.3478255073117849,1.236173519629354,1.1895482455378035,1.133343670779916,1.1769136301923229,1.234127617951826,1.3534498719323054,1.2151766929952115,1.139351328126245,1.2477577767676307,1.3031094131314145,1.0908983709835938,1.0908389662477984,1.1723493436524821,1.1075311316420446,1.059875406394301,1.2261469702078602
2018-12-31,1.1286987325307736,0.9829707080986159,1.2363999898991114,1.2432827907621122,1.0091023865333495,1.120411897661262,1.0458108899985998,1.1670474072897687,1.2132646333602104,1.123404657745373,1.0716814696623336,0.9967557881448166,1.0650965766110634,1.1325198563075467,1.2349605562539605,1.1094832255617995,1.0231482025862253,1.13129911585416,1.1972508076084099,0.9777498764878638,0.9876830429117984,1.0483510288467124,1.002942298755891,0.9620167759565422,1.1082929408057374
